ID;DATE;ESTIMATION
ID01;26/07/2012 02:10;3699.61451805188
ID01;26/07/2012 02:20;3696.105738086667
ID01;26/07/2012 02:30;3691.687393967213
ID01;26/07/2012 02:40;3688.7600219109872
ID01;26/07/2012 02:50;3684.407171351103
ID01;26/07/2012 03:00;3681.5019454251997
ID01;26/07/2012 03:10;3678.3312208960706
ID01;26/07/2012 03:20;3675.0059550149967
ID01;26/07/2012 03:30;3671.8961537733253
ID01;26/07/2012 03:40;3669.703380640067
ID01;26/07/2012 03:50;3667.2509660862324
ID01;26/07/2012 04:00;3664.708899310542
ID01;26/07/2012 04:10;3661.9472184002684
ID01;26/07/2012 04:20;3659.180225147106
ID01;26/07/2012 04:30;3657.1489107255697
ID01;26/07/2012 04:40;3654.6005613504612
ID01;26/07/2012 04:50;3652.8970081875223
ID01;26/07/2012 05:00;3650.4079794667764
ID01;26/07/2012 05:10;3648.651652491877
ID01;26/07/2012 05:20;3647.1267634720125
ID01;26/07/2012 05:30;3645.286367444235
ID01;26/07/2012 05:40;3643.2598854222947
ID01;26/07/2012 05:50;3642.153730788038
ID01;26/07/2012 06:00;3639.185146988914
ID01;26/07/2012 06:10;3636.9360655751334
ID01;26/07/2012 06:20;3634.485715913249
ID01;26/07/2012 06:30;3632.952498222468
ID01;26/07/2012 06:40;3630.8549791236946
ID01;26/07/2012 06:50;3628.377541889482
ID01;26/07/2012 07:00;3626.984162063907
ID01;26/07/2012 07:10;3624.4628645881116
ID01;26/07/2012 07:20;3623.392695533357
ID01;26/07/2012 07:30;3622.3843663669913
ID01;26/07/2012 07:40;3620.42339139581
ID01;26/07/2012 07:50;3619.5113530337053
ID01;26/07/2012 08:00;3617.24501993231
ID01;26/07/2012 08:10;3616.6877706564987
ID01;26/07/2012 08:20;3615.6052674347497
ID01;26/07/2012 08:30;3615.0399092026328
ID01;26/07/2012 08:40;3612.781780843057
ID01;26/07/2012 08:50;3613.1714376742693
ID01;26/07/2012 09:00;3610.402259617712
ID01;26/07/2012 09:10;3608.738070513817
ID01;26/07/2012 09:20;3606.304685896508
ID01;26/07/2012 09:30;3604.475789149654
ID01;26/07/2012 09:40;3601.891723161936
ID01;26/07/2012 09:50;3600.2610461379336
ID01;26/07/2012 10:00;3599.090065054393
ID01;26/07/2012 10:10;3596.9857424637403
ID01;26/07/2012 10:20;3596.177951843601
ID01;26/07/2012 10:30;3594.5135866065402
ID01;26/07/2012 10:40;3592.439818029906
ID01;26/07/2012 10:50;3591.9600254759875
ID01;26/07/2012 11:00;3590.2420489529136
ID01;26/07/2012 11:10;3588.9468137360313
ID01;26/07/2012 11:20;3588.0048069630457
ID01;26/07/2012 11:30;3586.8507870645126
ID01;26/07/2012 11:40;3586.520320346908
ID01;26/07/2012 11:50;3585.3536878841887
ID01;26/07/2012 12:00;3583.7475254107912
ID01;26/07/2012 12:10;3582.163758865201
ID01;26/07/2012 12:20;3580.608740385196
ID01;26/07/2012 12:30;3579.6836690476457
ID01;26/07/2012 12:40;3578.369085253058
ID01;26/07/2012 12:50;3577.2866122977553
ID01;26/07/2012 13:00;3576.5543759108155
ID01;26/07/2012 13:10;3575.4966757782718
ID01;26/07/2012 13:20;3574.3685035886406
ID01;26/07/2012 13:30;3574.130293740443
ID01;26/07/2012 13:40;3573.488302389984
ID01;26/07/2012 13:50;3572.573199147151
ID01;26/07/2012 14:00;3572.331993866448
ID01;26/07/2012 14:10;3571.558505423255
ID01;26/07/2012 14:20;3571.1296016628194
ID01;26/07/2012 14:30;3570.995709019451
ID01;26/07/2012 14:40;3570.606311293654
ID01;26/07/2012 14:50;3570.464254173166
ID01;26/07/2012 15:00;3570.3897342522664
ID01;26/07/2012 15:10;3570.7313889887523
ID01;26/07/2012 15:20;3571.041192254957
ID01;26/07/2012 15:30;3570.3647168078533
ID01;26/07/2012 15:40;3569.9584627836707
ID01;26/07/2012 15:50;3570.4528475860475
ID01;26/07/2012 16:00;3571.066949674344
ID01;26/07/2012 16:10;3571.007859886078
ID01;26/07/2012 16:20;3572.5410291260205
ID01;26/07/2012 16:30;3572.182853256189
ID01;26/07/2012 16:40;3573.3759452884983
ID01;26/07/2012 16:50;3573.651542255528
ID01;26/07/2012 17:00;3574.6937895991664
ID01;26/07/2012 17:10;3575.1384166308235
ID01;26/07/2012 17:20;3576.625951262021
ID01;26/07/2012 17:30;3577.15919499368
ID01;26/07/2012 17:40;3578.228565445375
ID01;26/07/2012 17:50;3579.972231329477
ID01;26/07/2012 18:00;3581.1070044463822
ID01;26/07/2012 18:10;3581.6911034038058
ID01;26/07/2012 18:20;3584.2015335800484
ID01;26/07/2012 18:30;3585.7287434097984
ID01;26/07/2012 18:40;3587.1677569909803
ID01;26/07/2012 18:50;3589.0269044505135
ID01;26/07/2012 19:00;3591.0409571863165
ID01;26/07/2012 19:10;3592.373831364231
ID01;26/07/2012 19:20;3595.11921816902
ID01;26/07/2012 19:30;3597.035215458992
ID01;26/07/2012 19:40;3598.9650150372872
ID01;26/07/2012 19:50;3600.85682870112
ID01;26/07/2012 20:00;3602.515419607577
ID01;26/07/2012 20:10;3604.445636257614
ID01;26/07/2012 20:20;3607.0477931457176
ID01;26/07/2012 20:30;3609.400466757488
ID01;26/07/2012 20:40;3611.348179467054
ID01;26/07/2012 20:50;3613.7515164986853
ID01;26/07/2012 21:00;3617.9819459253335
ID01;26/07/2012 21:10;3620.482034975425
ID01;26/07/2012 21:20;3624.331091146491
ID01;26/07/2012 21:30;3628.7170984506615
ID01;26/07/2012 21:40;3633.2627903515036
ID01;26/07/2012 21:50;3636.5276548957827
ID01;26/07/2012 22:00;3640.721022054662
ID01;26/07/2012 22:10;3643.93891153995
ID01;26/07/2012 22:20;3648.425672758134
ID01;26/07/2012 22:30;3651.3545920765882
ID01;26/07/2012 22:40;3655.916876962932
ID01;26/07/2012 22:50;3659.7307387529318
ID01;26/07/2012 23:00;3663.172720750583
ID01;26/07/2012 23:10;3667.842801638499
ID01;26/07/2012 23:20;3671.1061497328533
ID01;26/07/2012 23:30;3674.985163256253
ID01;26/07/2012 23:40;3679.070072962494
ID01;26/07/2012 23:50;3683.5019887688895
ID01;27/07/2012 00:00;3674.078716404917
ID01;27/07/2012 00:10;3670.5889535284996
ID01;27/07/2012 00:20;3665.488718800565
ID01;27/07/2012 00:30;3660.312393779224
ID01;27/07/2012 00:40;3655.2982505151376
ID01;27/07/2012 00:50;3650.8538696487612
ID01;27/07/2012 01:00;3646.0718784702785
ID01;27/07/2012 01:10;3641.9125145810185
ID01;27/07/2012 01:20;3637.1186105863367
ID01;27/07/2012 01:30;3632.8389676573042
ID01;27/07/2012 01:40;3628.164786418444
ID01;27/07/2012 01:50;3623.6568146004406
ID01;27/07/2012 02:00;3618.766236437997
ID01;27/07/2012 02:10;3615.6492350307735
ID01;27/07/2012 02:20;3611.0644282538597
ID01;27/07/2012 02:30;3607.4480665112396
ID01;27/07/2012 02:40;3603.7608736095194
ID01;27/07/2012 02:50;3599.7091823998717
ID01;27/07/2012 03:00;3596.242029636274
ID01;27/07/2012 03:10;3592.372993045838
ID01;27/07/2012 03:20;3589.682223500581
ID01;27/07/2012 03:30;3587.015440434269
ID01;27/07/2012 03:40;3584.216696262076
ID01;27/07/2012 03:50;3581.487811984802
ID01;27/07/2012 04:00;3578.808617555401
ID01;27/07/2012 04:10;3575.743384367849
ID01;27/07/2012 04:20;3573.0534605822018
ID01;27/07/2012 04:30;3570.9468172474412
ID01;27/07/2012 04:40;3567.94036343137
ID01;27/07/2012 04:50;3566.255976356733
ID01;27/07/2012 05:00;3563.6652644629125
ID01;27/07/2012 05:10;3561.3629183798726
ID01;27/07/2012 05:20;3559.1678805070655
ID01;27/07/2012 05:30;3557.119501935434
ID01;27/07/2012 05:40;3554.645652281427
ID01;27/07/2012 05:50;3552.7356052522773
ID01;27/07/2012 06:00;3550.0379876516713
ID01;27/07/2012 06:10;3547.942719210912
ID01;27/07/2012 06:20;3545.190777367983
ID01;27/07/2012 06:30;3543.2606257507346
ID01;27/07/2012 06:40;3540.8600895795316
ID01;27/07/2012 06:50;3539.5953421834906
ID01;27/07/2012 07:00;3537.3611937299156
ID01;27/07/2012 07:10;3534.720961691205
ID01;27/07/2012 07:20;3532.456519582205
ID01;27/07/2012 07:30;3532.0327710101637
ID01;27/07/2012 07:40;3529.6435467087354
ID01;27/07/2012 07:50;3529.0358053898726
ID01;27/07/2012 08:00;3528.4350831132692
ID01;27/07/2012 08:10;3527.1573758419804
ID01;27/07/2012 08:20;3526.0684152808662
ID01;27/07/2012 08:30;3524.7416896724344
ID01;27/07/2012 08:40;3523.932473748301
ID01;27/07/2012 08:50;3523.291634738004
ID01;27/07/2012 09:00;3521.6217745752547
ID01;27/07/2012 09:10;3519.957912435885
ID01;27/07/2012 09:20;3518.3873620787276
ID01;27/07/2012 09:30;3517.5143377631766
ID01;27/07/2012 09:40;3516.1391619533697
ID01;27/07/2012 09:50;3515.89376734403
ID01;27/07/2012 10:00;3514.7812399901445
ID01;27/07/2012 10:10;3512.6538785820208
ID01;27/07/2012 10:20;3512.412277593567
ID01;27/07/2012 10:30;3510.721448505203
ID01;27/07/2012 10:40;3510.112727533345
ID01;27/07/2012 10:50;3509.1763467894607
ID01;27/07/2012 11:00;3508.199168788203
ID01;27/07/2012 11:10;3507.314731013566
ID01;27/07/2012 11:20;3506.8634911069416
ID01;27/07/2012 11:30;3506.1542374854325
ID01;27/07/2012 11:40;3505.654100591979
ID01;27/07/2012 11:50;3504.448403474726
ID01;27/07/2012 12:00;3503.0039910268147
ID01;27/07/2012 12:10;3501.656206651107
ID01;27/07/2012 12:20;3500.342712549299
ID01;27/07/2012 12:30;3499.584640936663
ID01;27/07/2012 12:40;3499.4487760552474
ID01;27/07/2012 12:50;3497.9762497572087
ID01;27/07/2012 13:00;3497.752207809854
ID01;27/07/2012 13:10;3496.775402912661
ID01;27/07/2012 13:20;3496.295988854821
ID01;27/07/2012 13:30;3496.1381402711063
ID01;27/07/2012 13:40;3496.0084489118667
ID01;27/07/2012 13:50;3496.1935179496913
ID01;27/07/2012 14:00;3495.978674464881
ID01;27/07/2012 14:10;3495.7447469475096
ID01;27/07/2012 14:20;3495.7093642177474
ID01;27/07/2012 14:30;3495.6957844067615
ID01;27/07/2012 14:40;3495.439509099312
ID01;27/07/2012 14:50;3495.1478362616117
ID01;27/07/2012 15:00;3496.894691462824
ID01;27/07/2012 15:10;3497.5467663126205
ID01;27/07/2012 15:20;3498.626974971021
ID01;27/07/2012 15:30;3499.445662822062
ID01;27/07/2012 15:40;3500.4930307813856
ID01;27/07/2012 15:50;3502.031725857761
ID01;27/07/2012 16:00;3503.0655748906433
ID01;27/07/2012 16:10;3504.5279469611196
ID01;27/07/2012 16:20;3505.3295924033296
ID01;27/07/2012 16:30;3506.6774846028416
ID01;27/07/2012 16:40;3508.630843389302
ID01;27/07/2012 16:50;3510.276033120985
ID01;27/07/2012 17:00;3512.0329471231594
ID01;27/07/2012 17:10;3513.4407596245337
ID01;27/07/2012 17:20;3514.761632444337
ID01;27/07/2012 17:30;3515.987555268744
ID01;27/07/2012 17:40;3518.28099928894
ID01;27/07/2012 17:50;3519.528486398502
ID01;27/07/2012 18:00;3521.929340494014
ID01;27/07/2012 18:10;3523.6155789028066
ID01;27/07/2012 18:20;3525.710231201247
ID01;27/07/2012 18:30;3528.0319988354613
ID01;27/07/2012 18:40;3530.247567831984
ID01;27/07/2012 18:50;3532.360315879877
ID01;27/07/2012 19:00;3535.0041395240405
ID01;27/07/2012 19:10;3537.475058269593
ID01;27/07/2012 19:20;3539.31218490205
ID01;27/07/2012 19:30;3541.940497846546
ID01;27/07/2012 19:40;3544.3511696920004
ID01;27/07/2012 19:50;3546.244776645106
ID01;27/07/2012 20:00;3549.572497097812
ID01;27/07/2012 20:10;3551.9956463768904
ID01;27/07/2012 20:20;3555.190587294349
ID01;27/07/2012 20:30;3557.7470189867604
ID01;27/07/2012 20:40;3560.2860460502843
ID01;27/07/2012 20:50;3562.868761743453
ID01;27/07/2012 21:00;3567.236578830922
ID01;27/07/2012 21:10;3570.0880689918195
ID01;27/07/2012 21:20;3573.6746030909644
ID01;27/07/2012 21:30;3577.9249919659605
ID01;27/07/2012 21:40;3581.454767023776
ID01;27/07/2012 21:50;3586.138934376469
ID01;27/07/2012 22:00;3590.3849990812887
ID01;27/07/2012 22:10;3593.4172566525376
ID01;27/07/2012 22:20;3597.8678935431694
ID01;27/07/2012 22:30;3602.0358283190335
ID01;27/07/2012 22:40;3605.90826206335
ID01;27/07/2012 22:50;3609.621061577635
ID01;27/07/2012 23:00;3613.7185783155132
ID01;27/07/2012 23:10;3618.393194163107
ID01;27/07/2012 23:20;3622.7961929579374
ID01;27/07/2012 23:30;3626.30969197892
ID01;27/07/2012 23:40;3630.6284743246347
ID01;27/07/2012 23:50;3635.3896314450603
ID01;28/07/2012 00:00;3626.3727032537145
ID01;28/07/2012 00:10;3622.696502087242
ID01;28/07/2012 00:20;3616.9218955238302
ID01;28/07/2012 00:30;3612.1803771358345
ID01;28/07/2012 00:40;3606.753855102963
ID01;28/07/2012 00:50;3602.023292056875
ID01;28/07/2012 01:00;3597.1731493854895
ID01;28/07/2012 01:10;3592.5375284252805
ID01;28/07/2012 01:20;3587.562602739784
ID01;28/07/2012 01:30;3583.330272519321
ID01;28/07/2012 01:40;3578.277811530476
ID01;28/07/2012 01:50;3574.256028976532
ID01;28/07/2012 02:00;3569.65342490336
ID01;28/07/2012 02:10;3565.9332198418133
ID01;28/07/2012 02:20;3561.296286692072
ID01;28/07/2012 02:30;3557.176508537019
ID01;28/07/2012 02:40;3553.1015326732786
ID01;28/07/2012 02:50;3549.703259274243
ID01;28/07/2012 03:00;3544.7948522881456
ID01;28/07/2012 03:10;3542.1387721169203
ID01;28/07/2012 03:20;3538.096816982383
ID01;28/07/2012 03:30;3534.780152482386
ID01;28/07/2012 03:40;3531.8656349374874
ID01;28/07/2012 03:50;3528.419727236586
ID01;28/07/2012 04:00;3525.89093337365
ID01;28/07/2012 04:10;3522.422450627212
ID01;28/07/2012 04:20;3519.81725711367
ID01;28/07/2012 04:30;3516.901508426142
ID01;28/07/2012 04:40;3514.8720876016846
ID01;28/07/2012 04:50;3511.5898371847593
ID01;28/07/2012 05:00;3509.452395089217
ID01;28/07/2012 05:10;3505.742604079372
ID01;28/07/2012 05:20;3503.381951116714
ID01;28/07/2012 05:30;3500.6420472146906
ID01;28/07/2012 05:40;3498.692672133465
ID01;28/07/2012 05:50;3495.9509888383996
ID01;28/07/2012 06:00;3494.3580159435915
ID01;28/07/2012 06:10;3491.8440118692856
ID01;28/07/2012 06:20;3489.2307189183157
ID01;28/07/2012 06:30;3487.0934517648407
ID01;28/07/2012 06:40;3484.852916321206
ID01;28/07/2012 06:50;3484.1140448832743
ID01;28/07/2012 07:00;3482.4149212082184
ID01;28/07/2012 07:10;3480.6852383728346
ID01;28/07/2012 07:20;3479.158335225632
ID01;28/07/2012 07:30;3477.626984717871
ID01;28/07/2012 07:40;3476.7299497336385
ID01;28/07/2012 07:50;3476.246980450433
ID01;28/07/2012 08:00;3474.475296720865
ID01;28/07/2012 08:10;3473.1842089793136
ID01;28/07/2012 08:20;3472.2834889069027
ID01;28/07/2012 08:30;3470.953854137241
ID01;28/07/2012 08:40;3470.3056188607147
ID01;28/07/2012 08:50;3468.930800033883
ID01;28/07/2012 09:00;3467.5312589324144
ID01;28/07/2012 09:10;3467.0043256904532
ID01;28/07/2012 09:20;3466.823703888571
ID01;28/07/2012 09:30;3466.078206742944
ID01;28/07/2012 09:40;3465.309685568844
ID01;28/07/2012 09:50;3464.0309356781017
ID01;28/07/2012 10:00;3463.3416173802193
ID01;28/07/2012 10:10;3462.607384740567
ID01;28/07/2012 10:20;3462.228053950858
ID01;28/07/2012 10:30;3461.9260188253966
ID01;28/07/2012 10:40;3461.3677007196384
ID01;28/07/2012 10:50;3460.464876495361
ID01;28/07/2012 11:00;3460.164717179557
ID01;28/07/2012 11:10;3459.8707082348947
ID01;28/07/2012 11:20;3459.8950354401454
ID01;28/07/2012 11:30;3459.2260762692817
ID01;28/07/2012 11:40;3459.389723351815
ID01;28/07/2012 11:50;3459.010964876947
ID01;28/07/2012 12:00;3458.0776537584534
ID01;28/07/2012 12:10;3458.2881570214636
ID01;28/07/2012 12:20;3457.7384784334763
ID01;28/07/2012 12:30;3457.068251137278
ID01;28/07/2012 12:40;3457.23927224412
ID01;28/07/2012 12:50;3456.926168327574
ID01;28/07/2012 13:00;3456.333738894549
ID01;28/07/2012 13:10;3456.637761610248
ID01;28/07/2012 13:20;3456.089849221949
ID01;28/07/2012 13:30;3456.4940347569373
ID01;28/07/2012 13:40;3456.2708189715286
ID01;28/07/2012 13:50;3457.127350225813
ID01;28/07/2012 14:00;3457.092240029191
ID01;28/07/2012 14:10;3457.8312852673066
ID01;28/07/2012 14:20;3457.988936853674
ID01;28/07/2012 14:30;3459.2717066305713
ID01;28/07/2012 14:40;3460.500895826733
ID01;28/07/2012 14:50;3460.890151197292
ID01;28/07/2012 15:00;3461.5311971755696
ID01;28/07/2012 15:10;3462.630502526319
ID01;28/07/2012 15:20;3463.5331276048673
ID01;28/07/2012 15:30;3464.7774863289346
ID01;28/07/2012 15:40;3465.995719899485
ID01;28/07/2012 15:50;3468.2792597682214
ID01;28/07/2012 16:00;3469.1479889384914
ID01;28/07/2012 16:10;3470.617282812982
ID01;28/07/2012 16:20;3471.8609414547523
ID01;28/07/2012 16:30;3473.3131172112226
ID01;28/07/2012 16:40;3474.7506913614034
ID01;28/07/2012 16:50;3477.0654846442744
ID01;28/07/2012 17:00;3478.579299726449
ID01;28/07/2012 17:10;3480.290961530055
ID01;28/07/2012 17:20;3481.796562031601
ID01;28/07/2012 17:30;3483.259931465125
ID01;28/07/2012 17:40;3485.3234629652434
ID01;28/07/2012 17:50;3487.28156643015
ID01;28/07/2012 18:00;3490.89554770475
ID01;28/07/2012 18:10;3493.0775293749875
ID01;28/07/2012 18:20;3495.2418949431617
ID01;28/07/2012 18:30;3498.1904323035387
ID01;28/07/2012 18:40;3500.114292053262
ID01;28/07/2012 18:50;3502.9479011900025
ID01;28/07/2012 19:00;3506.097841977638
ID01;28/07/2012 19:10;3508.7745703835376
ID01;28/07/2012 19:20;3511.905895154078
ID01;28/07/2012 19:30;3514.6594832806845
ID01;28/07/2012 19:40;3517.1476433818234
ID01;28/07/2012 19:50;3519.907622600499
ID01;28/07/2012 20:00;3522.9147123984826
ID01;28/07/2012 20:10;3526.761272225877
ID01;28/07/2012 20:20;3530.1451599141747
ID01;28/07/2012 20:30;3533.3177339383633
ID01;28/07/2012 20:40;3536.6868529295134
ID01;28/07/2012 20:50;3539.9154644982464
ID01;28/07/2012 21:00;3544.4431175886643
ID01;28/07/2012 21:10;3548.725370162022
ID01;28/07/2012 21:20;3552.360334474876
ID01;28/07/2012 21:30;3556.2709571739315
ID01;28/07/2012 21:40;3561.5335009041064
ID01;28/07/2012 21:50;3566.89242576693
ID01;28/07/2012 22:00;3571.15585778326
ID01;28/07/2012 22:10;3575.5490305598614
ID01;28/07/2012 22:20;3579.206350105698
ID01;28/07/2012 22:30;3583.7172646121594
ID01;28/07/2012 22:40;3587.604930038756
ID01;28/07/2012 22:50;3592.4641234598694
ID01;28/07/2012 23:00;3597.526234238669
ID01;28/07/2012 23:10;3601.750246138937
ID01;28/07/2012 23:20;3606.4467876375115
ID01;28/07/2012 23:30;3611.345654780588
ID01;28/07/2012 23:40;3615.334338217848
ID01;28/07/2012 23:50;3620.2235927817815
ID01;29/07/2012 00:00;3612.411811449261
ID01;29/07/2012 00:10;3609.1108433646364
ID01;29/07/2012 00:20;3604.2632452575617
ID01;29/07/2012 00:30;3600.0622358363034
ID01;29/07/2012 00:40;3596.021088748158
ID01;29/07/2012 00:50;3590.8662560444545
ID01;29/07/2012 01:00;3586.0692905481733
ID01;29/07/2012 01:10;3582.1600607734517
ID01;29/07/2012 01:20;3577.9194075698333
ID01;29/07/2012 01:30;3573.377160458338
ID01;29/07/2012 01:40;3569.0500190180755
ID01;29/07/2012 01:50;3563.5358402109573
ID01;29/07/2012 02:00;3560.457040130598
ID01;29/07/2012 02:10;3557.181928974282
ID01;29/07/2012 02:20;3553.191210984541
ID01;29/07/2012 02:30;3549.412013459819
ID01;29/07/2012 02:40;3544.8472454377834
ID01;29/07/2012 02:50;3541.7877895360125
